gene_callers_id	source	accession	function	e_value
3916	Hamap	MF_00106	Mannonate dehydratase [uxuA].	168.261
3916	PANTHER	PTHR30387		9.3E-118
3916	Gene3D	G3DSA:3.20.20.150		1.1E-92
3916	SUPERFAMILY	SSF51658		2.64E-66
2466	PANTHER	PTHR43710		4.0E-177
2466	SUPERFAMILY	SSF52518		3.93E-55
2466	Gene3D	G3DSA:3.40.50.970		2.4E-25
2466	SUPERFAMILY	SSF52518		3.48E-23
2466	Pfam	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	4.3E-14
2466	Gene3D	G3DSA:3.40.50.970		2.1E-40
2466	PANTHER	PTHR43710:SF4		4.0E-177
2466	PIRSF	PIRSF006439		9.3E-168
2466	Pfam	PF01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	2.7E-14
2466	CDD	cd07034	TPP_PYR_PFOR_IOR-alpha_like	1.98008E-47
2466	CDD	cd02008	TPP_IOR_alpha	2.24469E-79
3484	Coils	Coil		0
3484	Gene3D	G3DSA:3.30.379.10		1.3E-7
3484	SUPERFAMILY	SSF55545		2.79E-8
4115	PANTHER	PTHR42714:SF1		4.0E-93
4115	Hamap	MF_00379	tRNA modification GTPase MnmE [mnmE].	31.018
4115	TIGRFAM	TIGR00450	mnmE_trmE_thdF: tRNA modification GTPase TrmE	4.0E-103
4115	CDD	cd04164	trmE	7.70075E-64
4115	SUPERFAMILY	SSF52540		2.12E-43
4115	SUPERFAMILY	SSF52540		2.12E-43
4115	Pfam	PF12631	MnmE helical domain	5.8E-45
4115	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1.5E-21
4115	Gene3D	G3DSA:1.20.120.430		1.3E-28
4115	Gene3D	G3DSA:1.20.120.430		5.5E-30
4115	Pfam	PF10396	GTP-binding protein TrmE N-terminus	2.4E-35
4115	Gene3D	G3DSA:3.30.1360.120		7.0E-39
4115	PANTHER	PTHR42714		4.0E-93
4115	ProSiteProfiles	PS51709	TrmE-type guanine nucleotide-binding (G) domain profile.	65.404
4115	Pfam	PF01926	50S ribosome-binding GTPase	9.1E-26
1658	SMART	SM00535		9.2E-32
1658	MobiDBLite	mobidb-lite	consensus disorder prediction	0
1658	Gene3D	G3DSA:1.10.1520.10		7.0E-36
1658	TIGRFAM	TIGR02191	RNaseIII: ribonuclease III	4.8E-58
1658	PANTHER	PTHR11207:SF16		4.2E-23
1658	PANTHER	PTHR11207		4.2E-23
1658	Pfam	PF00035	Double-stranded RNA binding motif	2.5E-9
1658	ProSitePatterns	PS00517	Ribonuclease III family signature.	0
1658	SUPERFAMILY	SSF69065		3.66E-37
1658	CDD	cd00048	DSRM	8.3167E-11
1658	Hamap	MF_00104	Ribonuclease 3 [rnc].	24.692
1658	ProSiteProfiles	PS50142	Ribonuclease III family domain profile.	32.938
1658	Gene3D	G3DSA:3.30.160.20		6.7E-15
1658	SMART	SM00358		1.7E-9
1658	Pfam	PF14622	Ribonuclease-III-like	2.5E-30
1658	ProSiteProfiles	PS50137	Double stranded RNA-binding domain (dsRBD) profile.	16.796
1658	SUPERFAMILY	SSF54768		4.09E-19
1658	CDD	cd00593	RIBOc	4.07104E-36
2669	ProSitePatterns	PS00211	ABC transporters family signature.	0
2669	PANTHER	PTHR24222:SF22		7.0E-203
2669	Gene3D	G3DSA:3.40.50.300		5.0E-77
2669	ProSiteProfiles	PS50929	ABC transporter integral membrane type-1 fused domain profile.	38.205
2669	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	24.27
2669	PANTHER	PTHR24222		7.0E-203
2669	SUPERFAMILY	SSF52540		1.07E-89
2669	Pfam	PF00005	ABC transporter	2.1E-31
2669	Gene3D	G3DSA:1.20.1560.10		2.8E-39
2669	Pfam	PF00664	ABC transporter transmembrane region	2.8E-24
2669	SMART	SM00382		4.7E-15
2669	SUPERFAMILY	SSF90123		8.11E-53
1639	Pfam	PF13649	Methyltransferase domain	5.0E-12
1639	SUPERFAMILY	SSF53335		3.75E-25
1639	Gene3D	G3DSA:3.40.50.150		4.2E-23
1639	SUPERFAMILY	SSF82866		4.32E-18
1639	Coils	Coil		0
1639	CDD	cd02440	AdoMet_MTases	8.88602E-11
1639	Coils	Coil		0
1639	Pfam	PF03176	MMPL family	1.2E-7
1639	Pfam	PF03176	MMPL family	1.8E-8
1639	Pfam	PF01553	Acyltransferase	1.3E-17
1639	PANTHER	PTHR33406		1.1E-39
1639	PANTHER	PTHR33406		1.1E-39
1639	Gene3D	G3DSA:3.40.1130.10		1.6E-31
1639	CDD	cd07989	LPLAT_AGPAT-like	5.06724E-33
1639	SUPERFAMILY	SSF69593		5.75E-28
1639	SUPERFAMILY	SSF82866		2.75E-23
1639	Gene3D	G3DSA:1.20.1640.10		8.7E-21
1639	Gene3D	G3DSA:1.20.1640.10		2.2E-24
1639	Coils	Coil		0
1639	SMART	SM00563		5.3E-23
2317	SUPERFAMILY	SSF53732		4.84E-155
2317	PANTHER	PTHR43822:SF3		6.8E-189
2317	Gene3D	G3DSA:3.30.499.10		2.2E-40
2317	Gene3D	G3DSA:3.30.499.10		5.5E-46
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	PRINTS	PR00415	Aconitase family signature	1.0E-42
2317	TIGRFAM	TIGR00170	leuC: 3-isopropylmalate dehydratase, large subunit	6.0E-193
2317	ProSitePatterns	PS01244	Aconitase family signature 2.	0
2317	PANTHER	PTHR43822		6.8E-189
2317	Gene3D	G3DSA:3.40.1060.10		5.3E-40
2317	Pfam	PF00330	Aconitase family (aconitate hydratase)	5.4E-143
2317	CDD	cd01583	IPMI	0.0
2317	Hamap	MF_01026	3-isopropylmalate dehydratase large subunit [leuC].	52.281
1168	Pfam	PF16347	Domain of unknown function (DUF4976)	7.1E-49
1168	ProSitePatterns	PS00523	Sulfatases signature 1.	0
1168	Gene3D	G3DSA:3.40.720.10		5.2E-103
1168	SUPERFAMILY	SSF53649		2.07E-124
1168	SUPERFAMILY	SSF53649		2.07E-124
1168	ProSitePatterns	PS00149	Sulfatases signature 2.	0
1168	Gene3D	G3DSA:3.30.1120.10		1.8E-22
1168	PANTHER	PTHR43108:SF11		7.7E-178
1168	PANTHER	PTHR43108		7.7E-178
1168	CDD	cd16031	G6S_like	0.0
1168	Coils	Coil		0
1168	Pfam	PF00884	Sulfatase	7.0E-62
2299	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
2299	Pfam	PF02321	Outer membrane efflux protein	4.4E-28
2299	Pfam	PF02321	Outer membrane efflux protein	7.4E-21
2299	PANTHER	PTHR30203:SF15		4.1E-150
2299	Coils	Coil		0
2299	PANTHER	PTHR30203		4.1E-150
2299	Coils	Coil		0
2299	SUPERFAMILY	SSF56954		1.44E-96
2299	TIGRFAM	TIGR01845	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	5.2E-75
2299	Gene3D	G3DSA:1.20.1600.10		1.4E-82
1993	Coils	Coil		0
1993	Coils	Coil		0
1993	Gene3D	G3DSA:3.40.50.300		1.6E-16
1993	Pfam	PF13476	AAA domain	3.7E-15
1993	Coils	Coil		0
1993	Gene3D	G3DSA:1.20.120.330		1.1E-4
1993	SUPERFAMILY	SSF52540		1.68E-24
1993	SUPERFAMILY	SSF52540		1.68E-24
1993	Coils	Coil		0
803	Gene3D	G3DSA:1.25.40.10		2.5E-30
803	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
803	Pfam	PF14322	Starch-binding associating with outer membrane	1.1E-17
803	SUPERFAMILY	SSF48452		2.14E-94
803	SUPERFAMILY	SSF48452		2.14E-94
803	PANTHER	PTHR35148		3.6E-15
803	PANTHER	PTHR35148		3.6E-15
803	Pfam	PF07980	SusD family	1.6E-44
803	PANTHER	PTHR35148:SF17		3.6E-15
803	PANTHER	PTHR35148:SF17		3.6E-15
3984	Pfam	PF01509	TruB family pseudouridylate synthase (N terminal domain)	3.3E-51
3984	Hamap	MF_01080	tRNA pseudouridine synthase B [truB].	15.407
3984	CDD	cd02573	PseudoU_synth_EcTruB	5.31989E-100
3984	TIGRFAM	TIGR00431	TruB: tRNA pseudouridine(55) synthase	1.2E-60
3984	PANTHER	PTHR13767		2.9E-82
3984	SUPERFAMILY	SSF55120		1.52E-70
3984	Gene3D	G3DSA:3.30.2350.10		9.7E-80
3984	Pfam	PF16198	tRNA pseudouridylate synthase B C-terminal domain	6.6E-10
3026	Pfam	PF12698	ABC-2 family transporter protein	5.4E-47
3026	PANTHER	PTHR30294:SF29		7.7E-71
3026	Gene3D	G3DSA:3.40.1710.10		5.4E-28
3026	ProSiteProfiles	PS51012	ABC transporter integral membrane type-2 domain profile.	30.472
3026	PANTHER	PTHR30294		7.7E-71
4185	TIGRFAM	TIGR00915	2A0602: RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	0.0
4185	SUPERFAMILY	SSF82693		8.63E-26
4185	SUPERFAMILY	SSF82693		8.63E-26
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	PRINTS	PR00702	Acriflavin resistance protein family signature	7.2E-90
4185	Gene3D	G3DSA:3.30.2090.10		3.1E-16
4185	SUPERFAMILY	SSF82693		3.79E-21
4185	SUPERFAMILY	SSF82866		6.41E-49
4185	PANTHER	PTHR32063		0.0
4185	SUPERFAMILY	SSF82693		3.92E-23
4185	Pfam	PF00873	AcrB/AcrD/AcrF family	0.0
4185	Gene3D	G3DSA:3.30.70.1430		1.4E-20
4185	SUPERFAMILY	SSF82693		3.14E-25
4185	SUPERFAMILY	SSF82693		3.79E-21
4185	SUPERFAMILY	SSF82866		3.66E-46
4185	PANTHER	PTHR32063:SF9		0.0
4185	SUPERFAMILY	SSF82714		4.19E-16
4185	Gene3D	G3DSA:3.30.70.1440		1.6E-16
4185	Gene3D	G3DSA:1.20.1640.10		1.8E-49
4185	SUPERFAMILY	SSF82714		5.1E-16
4185	Gene3D	G3DSA:3.30.70.1430		5.0E-26
4185	Gene3D	G3DSA:1.20.1640.10		7.8E-40
3545	SMART	SM00448		9.6E-24
3545	Pfam	PF00072	Response regulator receiver domain	6.8E-21
3545	Gene3D	G3DSA:1.10.287.130		4.8E-11
3545	SMART	SM00388		4.8E-6
3545	CDD	cd00082	HisKA	3.01141E-6
3545	ProSiteProfiles	PS50109	Histidine kinase domain profile.	41.178
3545	Coils	Coil		0
3545	SMART	SM00387		1.5E-29
3545	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
3545	SUPERFAMILY	SSF55874		2.88E-34
3545	Gene3D	G3DSA:3.40.50.2300		4.0E-26
3545	SUPERFAMILY	SSF47384		5.69E-12
3545	CDD	cd00075	HATPase_c	8.55502E-28
3545	ProSiteProfiles	PS50110	Response regulatory domain profile.	32.622
3545	SUPERFAMILY	SSF52172		3.7E-28
3545	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	2.6E-11
3545	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	2.6E-11
3545	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	2.6E-11
3545	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	2.6E-11
3545	Coils	Coil		0
3545	Gene3D	G3DSA:3.30.565.10		9.7E-37
3545	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2.0E-23
3545	Gene3D	G3DSA:1.20.120.160		0.0013
3545	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	3.9E-7
3545	PANTHER	PTHR43047		5.0E-74
3545	CDD	cd00156	REC	7.9051E-23
3213	SUPERFAMILY	SSF56059		1.7E-69
3213	SUPERFAMILY	SSF56059		1.7E-69
3213	Gene3D	G3DSA:3.30.470.20		0.0026
3213	SUPERFAMILY	SSF52440		4.32E-30
3213	PANTHER	PTHR30094		4.6E-90
3213	PANTHER	PTHR30094:SF0		4.6E-90
3213	Pfam	PF03738	Glutathionylspermidine synthase preATP-grasp	3.4E-126
898	PANTHER	PTHR30069		9.0E-75
898	Pfam	PF00593	TonB dependent receptor	6.7E-33
898	Gene3D	G3DSA:2.40.170.20		2.8E-85
898	SMART	SM00965		2.6E-4
898	Pfam	PF13715	CarboxypepD_reg-like domain	2.8E-19
898	SUPERFAMILY	SSF56935		4.58E-97
898	SUPERFAMILY	SSF56935		4.58E-97
898	SUPERFAMILY	SSF56935		4.58E-97
898	SUPERFAMILY	SSF56935		4.58E-97
898	SUPERFAMILY	SSF56935		4.58E-97
898	Pfam	PF07660	Secretin and TonB N terminus short domain	1.4E-9
898	Pfam	PF07715	TonB-dependent Receptor Plug Domain	2.7E-19
898	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	1.6E-16
898	Gene3D	G3DSA:2.170.130.10		3.2E-34
898	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	1.6E-279
898	Gene3D	G3DSA:2.60.40.1120		2.1E-11
898	PANTHER	PTHR30069:SF2		9.0E-75
898	SUPERFAMILY	SSF49464		5.49E-20
3928	PANTHER	PTHR30411:SF0		1.2E-56
3928	Pfam	PF04073	Aminoacyl-tRNA editing domain	1.2E-23
3928	SUPERFAMILY	SSF55826		1.03E-42
3928	CDD	cd00002	YbaK_deacylase	6.08332E-85
3928	Gene3D	G3DSA:3.90.960.10		1.9E-38
3928	TIGRFAM	TIGR00011	YbaK_EbsC: Cys-tRNA(Pro) deacylase	2.5E-60
3928	PANTHER	PTHR30411		1.2E-56
3928	PIRSF	PIRSF006181		3.6E-64
2803	Gene3D	G3DSA:1.20.1050.40		9.5E-44
2803	Pfam	PF01432	Peptidase family M3	8.1E-145
2803	Gene3D	G3DSA:1.10.1370.10		1.1E-66
2803	Gene3D	G3DSA:1.10.1370.10		5.1E-53
2803	PANTHER	PTHR43660		4.9E-289
2803	CDD	cd06456	M3A_DCP	0.0
2803	SUPERFAMILY	SSF55486		1.17E-195
2803	Coils	Coil		0
2406	SUPERFAMILY	SSF48452		1.26E-14
2406	ProSiteProfiles	PS50005	TPR repeat profile.	10.001
2406	ProSiteProfiles	PS50005	TPR repeat profile.	5.871
2406	PANTHER	PTHR11019		3.0E-21
2406	SUPERFAMILY	SSF46689		4.78E-10
2406	Pfam	PF13424	Tetratricopeptide repeat	3.4E-7
2406	ProSiteProfiles	PS01124	Bacterial regulatory proteins, araC family DNA-binding domain profile.	23.185
2406	Gene3D	G3DSA:1.25.40.10		3.3E-7
2406	Pfam	PF12833	Helix-turn-helix domain	3.5E-18
2406	SMART	SM00028		460.0
2406	SMART	SM00028		140.0
2406	SMART	SM00028		150.0
2406	SMART	SM00028		370.0
2406	SMART	SM00028		0.36
2406	SMART	SM00028		310.0
2406	ProSiteProfiles	PS50293	TPR repeat region circular profile.	12.292
2406	SMART	SM00342		5.7E-18
2406	Gene3D	G3DSA:1.25.40.10		1.4E-12
2406	ProSitePatterns	PS00041	Bacterial regulatory proteins, araC family signature.	0
2406	Gene3D	G3DSA:1.10.10.60		1.3E-13
2406	Coils	Coil		0
2406	Coils	Coil		0
2406	Gene3D	G3DSA:1.10.10.60		1.8E-6
2406	SUPERFAMILY	SSF48452		5.22E-8
2406	Gene3D	G3DSA:1.20.1250.10		1.9E-8
2406	Gene3D	G3DSA:1.25.40.10		0.12
2323	ProSiteProfiles	PS50005	TPR repeat profile.	8.496
2323	Pfam	PF13176	Tetratricopeptide repeat	0.026
2323	Gene3D	G3DSA:1.25.40.10		4.9E-8
2323	Gene3D	G3DSA:1.25.40.10		4.6E-6
2323	ProSiteProfiles	PS50005	TPR repeat profile.	6.726
2323	PANTHER	PTHR44858		3.6E-30
2323	ProSiteProfiles	PS50005	TPR repeat profile.	5.664
2323	ProSiteProfiles	PS50293	TPR repeat region circular profile.	35.636
2323	SMART	SM00028		6.0
2323	SMART	SM00028		5.6
2323	SMART	SM00028		0.024
2323	SMART	SM00028		38.0
2323	SMART	SM00028		250.0
2323	SMART	SM00028		0.16
2323	ProSiteProfiles	PS50005	TPR repeat profile.	6.372
2323	SUPERFAMILY	SSF48452		2.28E-29
2323	Gene3D	G3DSA:1.25.40.10		6.1E-9
2323	ProSiteProfiles	PS50005	TPR repeat profile.	9.765
2323	Pfam	PF13432	Tetratricopeptide repeat	0.0045
2323	ProSiteProfiles	PS50005	TPR repeat profile.	5.251
2323	ProSiteProfiles	PS50005	TPR repeat profile.	7.346
2323	Gene3D	G3DSA:1.25.40.10		1.1E-14
2323	Gene3D	G3DSA:1.10.150.200		4.7E-4
2141	SUPERFAMILY	SSF159283		4.32E-9
2141	CDD	cd02509	GDP-M1P_Guanylyltransferase	1.91652E-129
2141	PANTHER	PTHR12526:SF387		3.8E-118
2141	PANTHER	PTHR12526		3.8E-118
2141	Gene3D	G3DSA:3.90.550.10		2.1E-72
2141	Pfam	PF00483	Nucleotidyl transferase	1.1E-42
2141	SUPERFAMILY	SSF53448		4.74E-64
3895	SUPERFAMILY	SSF51905		2.84E-17
3895	Gene3D	G3DSA:3.50.50.60		1.4E-13
3895	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	4.2E-10
3895	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	4.2E-10
3895	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	4.2E-10
3895	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	4.2E-10
3895	PANTHER	PTHR43706:SF13		5.8E-119
3895	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	1.9E-9
3895	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	1.9E-9
3895	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	1.9E-9
3895	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	1.9E-9
3895	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	9.8E-45
3895	PANTHER	PTHR43706		5.8E-119
3895	Gene3D	G3DSA:3.50.50.60		3.2E-23
3895	SUPERFAMILY	SSF51905		1.62E-28
2246	ProSiteProfiles	PS50949	GntR-type HTH domain profile.	16.721
2246	Gene3D	G3DSA:1.10.10.10		2.2E-16
2246	PANTHER	PTHR38445		2.1E-50
2246	CDD	cd07377	WHTH_GntR	2.73067E-16
2246	PANTHER	PTHR38445:SF10		2.1E-50
2246	SUPERFAMILY	SSF46785		6.43E-16
2246	Gene3D	G3DSA:1.10.287.100		6.7E-13
2246	Pfam	PF00392	Bacterial regulatory proteins, gntR family	3.2E-10
2246	SMART	SM00345		3.4E-7
2590	SUPERFAMILY	SSF53756		3.57E-35
2590	Pfam	PF09314	Domain of unknown function (DUF1972)	2.0E-17
2590	Gene3D	G3DSA:3.40.50.2000		8.8E-12
2590	Pfam	PF00534	Glycosyl transferases group 1	1.7E-8
2590	Gene3D	G3DSA:3.40.50.2000		2.9E-7
2590	CDD	cd04955	GT1_like_6	6.10732E-147
2234	Pfam	PF00288	GHMP kinases N terminal domain	1.5E-6
2234	PRINTS	PR00960	LmbP protein signature	2.3E-7
2234	PRINTS	PR00960	LmbP protein signature	2.3E-7
2234	SUPERFAMILY	SSF54211		2.96E-26
2234	Gene3D	G3DSA:3.30.230.10		2.6E-27
2234	Pfam	PF07959	L-fucokinase	3.1E-31
2234	Pfam	PF08544	GHMP kinases C terminal	8.6E-9
2234	SUPERFAMILY	SSF55060		3.12E-20
2234	PANTHER	PTHR32463		1.3E-151
2234	Gene3D	G3DSA:3.30.70.890		2.0E-12
2100	Gene3D	G3DSA:3.40.1190.10		1.1E-38
2100	Pfam	PF02875	Mur ligase family, glutamate ligase domain	8.2E-20
2100	SUPERFAMILY	SSF53244		5.49E-33
2100	SUPERFAMILY	SSF51984		8.5E-20
2100	PANTHER	PTHR43445		1.4E-132
2100	SUPERFAMILY	SSF53623		6.28E-47
2100	Pfam	PF08245	Mur ligase middle domain	3.7E-21
2100	Pfam	PF01225	Mur ligase family, catalytic domain	1.1E-14
2100	PANTHER	PTHR43445:SF3		1.4E-132
2100	Hamap	MF_00046	UDP-N-acetylmuramate--L-alanine ligase [murC].	31.139
2100	TIGRFAM	TIGR01082	murC: UDP-N-acetylmuramate--L-alanine ligase	1.2E-102
2100	Gene3D	G3DSA:3.40.50.720		2.8E-11
2100	Gene3D	G3DSA:3.90.190.20		1.2E-25
313	SUPERFAMILY	SSF51366		2.77E-67
313	Gene3D	G3DSA:3.20.20.70		7.7E-79
313	Pfam	PF00834	Ribulose-phosphate 3 epimerase family	1.2E-74
313	ProSitePatterns	PS01085	Ribulose-phosphate 3-epimerase family signature 1.	0
313	PANTHER	PTHR11749		1.0E-80
313	ProSitePatterns	PS01086	Ribulose-phosphate 3-epimerase family signature 2.	0
313	TIGRFAM	TIGR01163	rpe: ribulose-phosphate 3-epimerase	7.5E-83
313	PIRSF	PIRSF001461		2.5E-84
313	CDD	cd00429	RPE	3.46849E-108
3766	Gene3D	G3DSA:3.30.420.10		1.9E-38
3766	PANTHER	PTHR30231		1.5E-34
3766	SMART	SM00479		3.7E-25
3766	PANTHER	PTHR30231:SF4		1.5E-34
3766	Pfam	PF00929	Exonuclease	1.6E-20
3766	CDD	cd06127	DEDDh	2.45919E-45
3766	SUPERFAMILY	SSF53098		1.16E-53
320	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	6.0
320	SUPERFAMILY	SSF51445		1.21E-104
320	Gene3D	G3DSA:3.20.20.80		5.2E-65
320	PRINTS	PR00134	Glycosyl hydrolase family 10 signature	6.3E-13
320	PRINTS	PR00134	Glycosyl hydrolase family 10 signature	6.3E-13
320	PRINTS	PR00134	Glycosyl hydrolase family 10 signature	6.3E-13
320	PRINTS	PR00134	Glycosyl hydrolase family 10 signature	6.3E-13
320	PANTHER	PTHR31490		1.9E-102
320	PANTHER	PTHR31490:SF22		1.9E-102
320	SMART	SM00633		1.0E-91
320	Pfam	PF00331	Glycosyl hydrolase family 10	1.2E-98
320	ProSiteProfiles	PS51760	Glycosyl hydrolases family 10 (GH10) domain profile.	86.975
595	Gene3D	G3DSA:3.40.1090.10		2.1E-39
595	SUPERFAMILY	SSF52151		1.83E-47
595	CDD	cd07205	Pat_PNPLA6_PNPLA7_NTE1_like	8.2068E-66
595	PANTHER	PTHR14226		1.5E-46
595	Pfam	PF01734	Patatin-like phospholipase	2.4E-23
595	PANTHER	PTHR14226:SF55		1.5E-46
595	ProSiteProfiles	PS51635	Patatin-like phospholipase (PNPLA) domain profile.	24.5
2977	PANTHER	PTHR43134:SF2		6.8E-127
2977	SUPERFAMILY	SSF52540		1.17E-51
2977	Coils	Coil		0
2977	ProSitePatterns	PS00300	SRP54-type proteins GTP-binding domain signature.	0
2977	SMART	SM00382		5.5E-8
2977	SMART	SM00962		5.7E-112
2977	Hamap	MF_00920	Signal recognition particle receptor FtsY [ftsY].	59.975
2977	PANTHER	PTHR43134		6.8E-127
2977	CDD	cd03115	SRP	2.95455E-78
2977	Gene3D	G3DSA:3.40.50.300		4.6E-41
2977	SMART	SM00963		3.6E-22
2977	Pfam	PF00448	SRP54-type protein, GTPase domain	7.0E-76
2977	SUPERFAMILY	SSF47364		1.57E-18
2977	Gene3D	G3DSA:1.20.120.140		4.1E-22
2977	Pfam	PF02881	SRP54-type protein, helical bundle domain	2.1E-13
2977	TIGRFAM	TIGR00064	ftsY: signal recognition particle-docking protein FtsY	1.6E-107
42	Gene3D	G3DSA:1.50.10.10		2.6E-70
42	SUPERFAMILY	SSF48208		1.08E-57
42	Pfam	PF07470	Glycosyl Hydrolase Family 88	7.1E-95
42	PANTHER	PTHR33886		4.3E-168
42	PANTHER	PTHR33886:SF7		4.3E-168
302	ProSiteProfiles	PS01124	Bacterial regulatory proteins, araC family DNA-binding domain profile.	28.832
302	SUPERFAMILY	SSF101898		9.94E-8
302	SUPERFAMILY	SSF101898		9.94E-8
302	Gene3D	G3DSA:3.30.565.10		3.0E-34
302	CDD	cd00156	REC	2.50784E-37
302	ProSiteProfiles	PS50109	Histidine kinase domain profile.	40.705
302	CDD	cd00082	HisKA	4.09178E-14
302	Pfam	PF00072	Response regulator receiver domain	1.8E-25
302	Pfam	PF07494	Two component regulator propeller	0.0039
302	Pfam	PF07494	Two component regulator propeller	0.0019
302	SMART	SM00388		5.0E-13
302	SMART	SM00448		3.4E-39
302	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3.5E-17
302	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	4.6E-13
302	SMART	SM00387		4.1E-21
302	Gene3D	G3DSA:1.10.10.60		3.2E-12
302	ProSiteProfiles	PS50110	Response regulatory domain profile.	42.266
302	SUPERFAMILY	SSF52172		8.4E-39
302	Pfam	PF12833	Helix-turn-helix domain	2.1E-17
302	SUPERFAMILY	SSF63829		4.12E-9
302	SUPERFAMILY	SSF63829		4.12E-9
302	PANTHER	PTHR43547:SF8		1.4E-173
302	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	3.5E-7
302	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	3.5E-7
302	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	3.5E-7
302	SUPERFAMILY	SSF63829		2.55E-7
302	ProSitePatterns	PS00041	Bacterial regulatory proteins, araC family signature.	0
302	CDD	cd00075	HATPase_c	8.00872E-24
302	SMART	SM00342		5.3E-26
302	SUPERFAMILY	SSF55874		5.76E-34
302	SUPERFAMILY	SSF47384		1.79E-15
302	Gene3D	G3DSA:1.10.287.130		2.6E-13
302	PANTHER	PTHR43547		1.4E-173
302	Gene3D	G3DSA:1.10.10.60		4.4E-6
302	SUPERFAMILY	SSF46689		1.39E-12
302	Gene3D	G3DSA:2.130.10.10		1.2E-19
302	Gene3D	G3DSA:2.130.10.10		1.7E-10
302	Gene3D	G3DSA:2.130.10.10		1.9E-9
302	Gene3D	G3DSA:2.130.10.10		4.4E-7
302	Pfam	PF07495	Y_Y_Y domain	2.7E-12
302	Gene3D	G3DSA:3.40.50.2300		2.7E-37
2137	Hamap	MF_01595	Polyribonucleotide nucleotidyltransferase [pnp].	29.157
2137	SUPERFAMILY	SSF54211		1.57E-43
2137	CDD	cd02393	PNPase_KH	1.37939E-19
2137	Gene3D	G3DSA:1.10.10.400		5.5E-20
2137	Gene3D	G3DSA:3.30.230.70		4.4E-53
2137	SUPERFAMILY	SSF46915		2.35E-23
2137	SUPERFAMILY	SSF54791		1.35E-15
2137	Pfam	PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	1.3E-11
2137	SUPERFAMILY	SSF50249		4.11E-19
2137	CDD	cd11363	RNase_PH_PNPase_1	1.68214E-111
2137	ProSiteProfiles	PS50126	S1 domain profile.	20.966
2137	PIRSF	PIRSF005499		2.5E-289
